SA4_NAME16	DwellingStructure	DwellingSubtype	HouseholdComposition	occupied_private_dwellings
Central Queensland	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	891
Central Queensland	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	195
Central Queensland	Semi-detached, row/terrace house, townhouse etc.		Other family	22
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	306
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	530
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	134
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	1685
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	344
Central Queensland	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	44
Central Queensland	Separate house		Couple family with children	23147
Central Queensland	Separate house		Couple family with no children	21150
Central Queensland	Separate house		Group household	1993
Central Queensland	Separate house		Lone-person household	15428
Central Queensland	Separate house		One parent family with children	8732
Central Queensland	Separate house		Other family	741
Gold Coast			Couple family with children	91
Gold Coast			Couple family with no children	188
Gold Coast			Group household	46
Gold Coast			Lone-person household	349
Gold Coast			One parent family with children	69
Gold Coast			Other family	10
Gold Coast	(Other)	Cabin household	Couple family with children	20
Gold Coast	(Other)	Cabin household	Couple family with no children	113
Gold Coast	(Other)	Cabin household	Group household	16
Gold Coast	(Other)	Cabin household	Lone-person household	257
Gold Coast	(Other)	Cabin household	One parent family with children	12
Gold Coast	(Other)	Caravan	Couple family with children	21
Gold Coast	(Other)	Caravan	Couple family with no children	152
Gold Coast	(Other)	Caravan	Group household	24
Gold Coast	(Other)	Caravan	Lone-person household	560
Gold Coast	(Other)	Caravan	One parent family with children	36
Gold Coast	(Other)	Caravan	Other family	13
Gold Coast	(Other)	House or flat attached to a shop, office, etc	Couple family with children	28
Gold Coast	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	42
Gold Coast	(Other)	House or flat attached to a shop, office, etc	Group household	8
Gold Coast	(Other)	House or flat attached to a shop, office, etc	Lone-person household	48
Gold Coast	(Other)	House or flat attached to a shop, office, etc	One parent family with children	17
Gold Coast	(Other)	Improvised home, tent sleepers	Couple family with children	3
Gold Coast	(Other)	Improvised home, tent sleepers	Couple family with no children	3
Gold Coast	(Other)	Improvised home, tent sleepers	Lone-person household	7
Gold Coast	Flat/apartment		Couple family with children	56
Gold Coast	Flat/apartment		Couple family with no children	84
Gold Coast	Flat/apartment		Group household	8
Gold Coast	Flat/apartment		Lone-person household	104
Gold Coast	Flat/apartment		One parent family with children	39
Gold Coast	Flat/apartment	1 or 2 storey block	Couple family with children	777
Gold Coast	Flat/apartment	1 or 2 storey block	Couple family with no children	1899
Gold Coast	Flat/apartment	1 or 2 storey block	Group household	828
Gold Coast	Flat/apartment	1 or 2 storey block	Lone-person household	4193
Gold Coast	Flat/apartment	1 or 2 storey block	One parent family with children	1012
Gold Coast	Flat/apartment	1 or 2 storey block	Other family	119
Gold Coast	Flat/apartment	3 storey block	Couple family with children	1292
Gold Coast	Flat/apartment	3 storey block	Couple family with no children	3916
Gold Coast	Flat/apartment	3 storey block	Group household	1497
Gold Coast	Flat/apartment	3 storey block	Lone-person household	6293
Gold Coast	Flat/apartment	3 storey block	One parent family with children	1372
Gold Coast	Flat/apartment	3 storey block	Other family	205
Gold Coast	Flat/apartment	4-8 storey block	Couple family with children	845
Gold Coast	Flat/apartment	4-8 storey block	Couple family with no children	3418
Gold Coast	Flat/apartment	4-8 storey block	Group household	893
Gold Coast	Flat/apartment	4-8 storey block	Lone-person household	3838
Gold Coast	Flat/apartment	4-8 storey block	One parent family with children	854
Gold Coast	Flat/apartment	4-8 storey block	Other family	164
Gold Coast	Flat/apartment	9 or more storey block	Couple family with children	1397
Gold Coast	Flat/apartment	9 or more storey block	Couple family with no children	6058
Gold Coast	Flat/apartment	9 or more storey block	Group household	1035
Gold Coast	Flat/apartment	9 or more storey block	Lone-person household	6337
Gold Coast	Flat/apartment	9 or more storey block	One parent family with children	1072
Gold Coast	Flat/apartment	9 or more storey block	Other family	140
Gold Coast	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	6498
Gold Coast	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	8336
Gold Coast	Semi-detached, row/terrace house, townhouse etc.		Group household	2196
Gold Coast	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	7997
Gold Coast	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	5512
Gold Coast	Semi-detached, row/terrace house, townhouse etc.		Other family	430
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	2408
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	3950
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	847
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	6462
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	2515
Gold Coast	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	193
Gold Coast	Separate house		Couple family with children	56610
Gold Coast	Separate house		Couple family with no children	38006
Gold Coast	Separate house		Group household	4770
Gold Coast	Separate house		Lone-person household	18483
Gold Coast	Separate house		One parent family with children	15964
Gold Coast	Separate house		Other family	1277
Ipswich			Couple family with children	30
Ipswich			Couple family with no children	43
Ipswich			Group household	14
Ipswich			Lone-person household	154
Ipswich			One parent family with children	27
Ipswich	(Other)	Cabin household	Couple family with children	5
Ipswich	(Other)	Cabin household	Couple family with no children	36
Ipswich	(Other)	Cabin household	Lone-person household	84
Ipswich	(Other)	Cabin household	One parent family with children	13
Ipswich	(Other)	Caravan	Couple family with children	10
Ipswich	(Other)	Caravan	Couple family with no children	48
Ipswich	(Other)	Caravan	Group household	17
Ipswich	(Other)	Caravan	Lone-person household	218
Ipswich	(Other)	Caravan	One parent family with children	23
Ipswich	(Other)	House or flat attached to a shop, office, etc	Couple family with children	16
Ipswich	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	22
Ipswich	(Other)	House or flat attached to a shop, office, etc	Group household	7
Ipswich	(Other)	House or flat attached to a shop, office, etc	Lone-person household	12
Ipswich	(Other)	Improvised home, tent sleepers	Couple family with children	3
Ipswich	(Other)	Improvised home, tent sleepers	Couple family with no children	4
Ipswich	(Other)	Improvised home, tent sleepers	Lone-person household	8
Ipswich	Flat/apartment		Couple family with children	24
Ipswich	Flat/apartment		Couple family with no children	24
Ipswich	Flat/apartment		Group household	3
Ipswich	Flat/apartment		Lone-person household	57
Ipswich	Flat/apartment		One parent family with children	22
Ipswich	Flat/apartment		Other family	3
Ipswich	Flat/apartment	1 or 2 storey block	Couple family with children	71
Ipswich	Flat/apartment	1 or 2 storey block	Couple family with no children	130
Ipswich	Flat/apartment	1 or 2 storey block	Group household	52
Ipswich	Flat/apartment	1 or 2 storey block	Lone-person household	873
Ipswich	Flat/apartment	1 or 2 storey block	One parent family with children	127
Ipswich	Flat/apartment	1 or 2 storey block	Other family	18
Ipswich	Flat/apartment	3 storey block	Couple family with children	19
Ipswich	Flat/apartment	3 storey block	Couple family with no children	45
Ipswich	Flat/apartment	3 storey block	Group household	18
Ipswich	Flat/apartment	3 storey block	Lone-person household	197
Ipswich	Flat/apartment	3 storey block	One parent family with children	33
Ipswich	Flat/apartment	3 storey block	Other family	3
Ipswich	Flat/apartment	4-8 storey block	Couple family with children	3
Ipswich	Flat/apartment	4-8 storey block	Couple family with no children	25
Ipswich	Flat/apartment	4-8 storey block	Lone-person household	60
Ipswich	Flat/apartment	4-8 storey block	One parent family with children	8
Ipswich	Flat/apartment	9 or more storey block	Couple family with no children	11
Ipswich	Flat/apartment	9 or more storey block	Lone-person household	34
Ipswich	Flat/apartment	9 or more storey block	One parent family with children	4
Ipswich	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	1369
Ipswich	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	1404
Ipswich	Semi-detached, row/terrace house, townhouse etc.		Group household	446
Ipswich	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	2171
Ipswich	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	1371
Ipswich	Semi-detached, row/terrace house, townhouse etc.		Other family	158
Ipswich	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	447
Ipswich	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	752
Ipswich	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	173
Ipswich	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	2950
Ipswich	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	704
Ipswich	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	72
Ipswich	Separate house		Couple family with children	39909
Ipswich	Separate house		Couple family with no children	27985
Ipswich	Separate house		Group household	3442
Ipswich	Separate house		Lone-person household	20293
Ipswich	Separate house		One parent family with children	16744
Ipswich	Separate house		Other family	1375
Logan - Beaudesert			Couple family with children	37
Logan - Beaudesert			Couple family with no children	27
Logan - Beaudesert			Group household	5
Logan - Beaudesert			Lone-person household	90
