LGA_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Hinchinbrook		1 storey		8
Hinchinbrook		1 storey	1	17
Hinchinbrook		1 storey	2	110
Hinchinbrook		1 storey	3	14
Hinchinbrook		1 storey	5	3
Hinchinbrook		2 storeys or more	1	4
Hinchinbrook		2 storeys or more	2	33
Hinchinbrook		2 storeys or more	3	6
Hinchinbrook	(Other)			3
Hinchinbrook	(Other)		0	13
Hinchinbrook	(Other)		1	23
Hinchinbrook	(Other)		3	7
Hinchinbrook	(Other)		4	3
Hinchinbrook	Flat/apartment	1 or 2 storey block		7
Hinchinbrook	Flat/apartment	1 or 2 storey block	1	26
Hinchinbrook	Flat/apartment	1 or 2 storey block	2	63
Hinchinbrook	Flat/apartment	1 or 2 storey block	3	16
Hinchinbrook	Flat/apartment	1 or 2 storey block	4	6
Hinchinbrook	Flat/apartment	1 or 2 storey block	6	4
Hinchinbrook	Flat/apartment	3 storey block	2	8
Hinchinbrook	Separate house			99
Hinchinbrook	Separate house		0	16
Hinchinbrook	Separate house		1	111
Hinchinbrook	Separate house		2	586
Hinchinbrook	Separate house		3	2171
Hinchinbrook	Separate house		4	886
Hinchinbrook	Separate house		5	115
Hinchinbrook	Separate house		6	36
Hope Vale		1 storey	1	3
Hope Vale	Flat/apartment	1 or 2 storey block	1	6
Hope Vale	Flat/apartment	1 or 2 storey block	2	3
Hope Vale	Separate house			5
Hope Vale	Separate house		1	13
Hope Vale	Separate house		2	44
Hope Vale	Separate house		3	121
Hope Vale	Separate house		4	59
Hope Vale	Separate house		5	7
Ipswich				12
Ipswich			0	9
Ipswich			1	28
Ipswich			2	14
Ipswich			3	22
Ipswich			4	21
Ipswich			5	3
Ipswich		1 storey		121
Ipswich		1 storey	0	32
Ipswich		1 storey	1	724
Ipswich		1 storey	2	1546
Ipswich		1 storey	3	1416
Ipswich		1 storey	4	270
Ipswich		1 storey	5	4
Ipswich		1 storey	6	12
Ipswich		2 storeys or more		64
Ipswich		2 storeys or more	0	15
Ipswich		2 storeys or more	1	200
Ipswich		2 storeys or more	2	723
Ipswich		2 storeys or more	3	1764
Ipswich		2 storeys or more	4	235
Ipswich		2 storeys or more	5	8
Ipswich		2 storeys or more	6	4
Ipswich	(Other)			12
Ipswich	(Other)		0	16
Ipswich	(Other)		1	96
Ipswich	(Other)		2	70
Ipswich	(Other)		3	34
Ipswich	(Other)		4	14
Ipswich	Flat/apartment	1 or 2 storey block		50
Ipswich	Flat/apartment	1 or 2 storey block	0	3
Ipswich	Flat/apartment	1 or 2 storey block	1	370
Ipswich	Flat/apartment	1 or 2 storey block	2	393
Ipswich	Flat/apartment	1 or 2 storey block	3	176
Ipswich	Flat/apartment	1 or 2 storey block	4	21
Ipswich	Flat/apartment	1 or 2 storey block	5	6
Ipswich	Flat/apartment	1 or 2 storey block	6	3
Ipswich	Flat/apartment	3 storey block		4
Ipswich	Flat/apartment	3 storey block	0	4
Ipswich	Flat/apartment	3 storey block	1	46
Ipswich	Flat/apartment	3 storey block	2	66
Ipswich	Flat/apartment	3 storey block	3	7
Ipswich	Flat/apartment	4-8 storey block	1	28
Ipswich	Flat/apartment	4-8 storey block	2	62
Ipswich	Flat/apartment	9 or more storey block	0	4
Ipswich	Flat/apartment	9 or more storey block	1	20
Ipswich	Flat/apartment	9 or more storey block	2	18
Ipswich	Flat/apartment	9 or more storey block	3	9
Ipswich	Flat/apartment	Attached to a house	1	23
Ipswich	Flat/apartment	Attached to a house	2	13
Ipswich	Flat/apartment	Attached to a house	3	10
Ipswich	Flat/apartment	Attached to a house	4	9
Ipswich	Flat/apartment	Attached to a house	6	3
Ipswich	Separate house			920
Ipswich	Separate house		0	70
Ipswich	Separate house		1	922
Ipswich	Separate house		2	3701
Ipswich	Separate house		3	26720
Ipswich	Separate house		4	32085
Ipswich	Separate house		5	3968
Ipswich	Separate house		6	822
Isaac				4
Isaac			1	7
Isaac			2	5
Isaac			3	13
Isaac			4	8
Isaac		1 storey		9
Isaac		1 storey	1	36
Isaac		1 storey	2	156
Isaac		1 storey	3	79
Isaac		1 storey	4	11
Isaac		2 storeys or more		6
Isaac		2 storeys or more	1	7
Isaac		2 storeys or more	2	122
Isaac		2 storeys or more	3	215
Isaac		2 storeys or more	4	38
Isaac	(Other)			7
Isaac	(Other)		0	12
Isaac	(Other)		1	23
Isaac	(Other)		2	8
Isaac	(Other)		3	7
Isaac	(Other)		4	3
Isaac	Flat/apartment	1 or 2 storey block		4
Isaac	Flat/apartment	1 or 2 storey block	1	4
Isaac	Flat/apartment	1 or 2 storey block	2	62
Isaac	Flat/apartment	1 or 2 storey block	3	13
Isaac	Flat/apartment	3 storey block	1	9
Isaac	Flat/apartment	3 storey block	2	5
Isaac	Flat/apartment	3 storey block	3	4
Isaac	Separate house			118
Isaac	Separate house		0	29
Isaac	Separate house		1	91
Isaac	Separate house		2	314
Isaac	Separate house		3	2674
Isaac	Separate house		4	1827
Isaac	Separate house		5	275
Isaac	Separate house		6	102
Kowanyama			3	3
Kowanyama		1 storey	2	30
Kowanyama		1 storey	3	6
Kowanyama		2 storeys or more	2	3
Kowanyama		2 storeys or more	3	7
Kowanyama	Separate house			3
Kowanyama	Separate house		1	3
Kowanyama	Separate house		2	35
Kowanyama	Separate house		3	110
Kowanyama	Separate house		4	34
Kowanyama	Separate house		5	7
Livingstone			1	14
Livingstone			2	8
Livingstone			3	13
Livingstone			4	4
Livingstone		1 storey		39
Livingstone		1 storey	0	5
Livingstone		1 storey	1	105
Livingstone		1 storey	2	216
Livingstone		1 storey	3	115
Livingstone		1 storey	4	7
Livingstone		2 storeys or more		6
Livingstone		2 storeys or more	0	11
Livingstone		2 storeys or more	1	19
Livingstone		2 storeys or more	2	41
Livingstone		2 storeys or more	3	56
Livingstone		2 storeys or more	4	10
Livingstone	(Other)			23
Livingstone	(Other)		0	34
Livingstone	(Other)		1	56
Livingstone	(Other)		2	15
Livingstone	(Other)		3	18
Livingstone	(Other)		4	8
Livingstone	Flat/apartment	1 or 2 storey block		15
Livingstone	Flat/apartment	1 or 2 storey block	0	8
Livingstone	Flat/apartment	1 or 2 storey block	1	130
Livingstone	Flat/apartment	1 or 2 storey block	2	280
Livingstone	Flat/apartment	1 or 2 storey block	3	113
Livingstone	Flat/apartment	1 or 2 storey block	4	8
Livingstone	Flat/apartment	1 or 2 storey block	5	4
Livingstone	Flat/apartment	3 storey block	1	3
Livingstone	Flat/apartment	3 storey block	2	56
Livingstone	Flat/apartment	3 storey block	3	25
Livingstone	Flat/apartment	4-8 storey block	1	13
Livingstone	Flat/apartment	4-8 storey block	2	70
Livingstone	Flat/apartment	4-8 storey block	3	20
Livingstone	Flat/apartment	9 or more storey block	0	3
Livingstone	Flat/apartment	9 or more storey block	1	3
Livingstone	Separate house			197
Livingstone	Separate house		0	35
Livingstone	Separate house		1	210
Livingstone	Separate house		2	1049
Livingstone	Separate house		3	4420
Livingstone	Separate house		4	5201
Livingstone	Separate house		5	883
Livingstone	Separate house		6	183
Lockhart River			2	3
Lockhart River		2 storeys or more	2	3
Lockhart River		2 storeys or more	3	5
Lockhart River	Separate house			4
Lockhart River	Separate house		1	8
Lockhart River	Separate house		2	33
Lockhart River	Separate house		3	58
Lockhart River	Separate house		4	39
Lockyer Valley				45
Lockyer Valley			0	3
Lockyer Valley			1	6
Lockyer Valley			2	4
Lockyer Valley			3	6
Lockyer Valley			4	8
Lockyer Valley		1 storey		23
Lockyer Valley		1 storey	1	27
Lockyer Valley		1 storey	2	220
Lockyer Valley		1 storey	3	144
Lockyer Valley		1 storey	4	24
Lockyer Valley		1 storey	5	5
Lockyer Valley		2 storeys or more		3
Lockyer Valley		2 storeys or more	2	21
Lockyer Valley		2 storeys or more	3	51
Lockyer Valley		2 storeys or more	4	23
Lockyer Valley		2 storeys or more	5	6
Lockyer Valley	(Other)			7
Lockyer Valley	(Other)		0	7
Lockyer Valley	(Other)		1	20
Lockyer Valley	(Other)		2	16
Lockyer Valley	(Other)		3	22
Lockyer Valley	(Other)		4	22
Lockyer Valley	(Other)		5	3
Lockyer Valley	(Other)		6	3
Lockyer Valley	Flat/apartment	1 or 2 storey block		8
Lockyer Valley	Flat/apartment	1 or 2 storey block	1	15
Lockyer Valley	Flat/apartment	1 or 2 storey block	2	79
Lockyer Valley	Flat/apartment	1 or 2 storey block	3	27
Lockyer Valley	Flat/apartment	1 or 2 storey block	4	7
Lockyer Valley	Flat/apartment	Attached to a house	1	3
Lockyer Valley	Flat/apartment	Attached to a house	2	5
Lockyer Valley	Separate house			221
Lockyer Valley	Separate house		0	42
Lockyer Valley	Separate house		1	171
Lockyer Valley	Separate house		2	1012
Lockyer Valley	Separate house		3	5189
Lockyer Valley	Separate house		4	5319
Lockyer Valley	Separate house		5	996
Lockyer Valley	Separate house		6	335
Logan				25
Logan			0	4
Logan			1	34
Logan			2	31
Logan			3	44
Logan			4	32
Logan		1 storey		155
Logan		1 storey	0	13
Logan		1 storey	1	393
Logan		1 storey	2	2521
Logan		1 storey	3	1703
Logan		1 storey	4	228
Logan		1 storey	5	18
Logan		1 storey	6	6
Logan		2 storeys or more		187
Logan		2 storeys or more	0	21
Logan		2 storeys or more	1	340
Logan		2 storeys or more	2	3102
Logan		2 storeys or more	3	4171
Logan		2 storeys or more	4	395
Logan		2 storeys or more	5	28
Logan		2 storeys or more	6	7
Logan	(Other)			67
Logan	(Other)		0	33
Logan	(Other)		1	190
Logan	(Other)		2	72
Logan	(Other)		3	7
Logan	(Other)		4	11
Logan	(Other)		5	6
Logan	Flat/apartment		0	3
Logan	Flat/apartment	1 or 2 storey block		86
Logan	Flat/apartment	1 or 2 storey block	0	16
Logan	Flat/apartment	1 or 2 storey block	1	379
Logan	Flat/apartment	1 or 2 storey block	2	1065
Logan	Flat/apartment	1 or 2 storey block	3	662
Logan	Flat/apartment	1 or 2 storey block	4	38
Logan	Flat/apartment	1 or 2 storey block	5	5
Logan	Flat/apartment	1 or 2 storey block	6	3
Logan	Flat/apartment	3 storey block		49
Logan	Flat/apartment	3 storey block	0	5
Logan	Flat/apartment	3 storey block	1	148
Logan	Flat/apartment	3 storey block	2	159
Logan	Flat/apartment	3 storey block	3	28
Logan	Flat/apartment	3 storey block	4	12
Logan	Flat/apartment	4-8 storey block	1	16
Logan	Flat/apartment	4-8 storey block	2	111
Logan	Flat/apartment	4-8 storey block	3	3
Logan	Flat/apartment	9 or more storey block	1	30
Logan	Flat/apartment	9 or more storey block	2	25
Logan	Flat/apartment	9 or more storey block	3	11
Logan	Flat/apartment	9 or more storey block	4	3
Logan	Flat/apartment	Attached to a house		6
Logan	Flat/apartment	Attached to a house	1	40
Logan	Flat/apartment	Attached to a house	2	106
Logan	Flat/apartment	Attached to a house	3	37
Logan	Flat/apartment	Attached to a house	4	16
Logan	Flat/apartment	Attached to a house	5	9
Logan	Flat/apartment	Attached to a house	6	7
Logan	Separate house			1537
Logan	Separate house		0	104
Logan	Separate house		1	498
Logan	Separate house		2	4239
Logan	Separate house		3	37953
Logan	Separate house		4	41048
Logan	Separate house		5	7906
Logan	Separate house		6	2443
Longreach			0	6
Longreach			2	7
Longreach			3	15
Longreach			4	4
Longreach		1 storey	1	14
Longreach		1 storey	2	37
Longreach		1 storey	3	6
Longreach		2 storeys or more	2	13
Longreach	(Other)			3
Longreach	(Other)		0	5
Longreach	(Other)		1	12
Longreach	(Other)		2	8
Longreach	(Other)		3	8
Longreach	(Other)		4	3
Longreach	Flat/apartment	1 or 2 storey block	1	7
Longreach	Flat/apartment	1 or 2 storey block	2	28
Longreach	Separate house			31
Longreach	Separate house		0	5
Longreach	Separate house		1	33
Longreach	Separate house		2	152
Longreach	Separate house		3	531
Longreach	Separate house		4	310
Longreach	Separate house		5	90
Longreach	Separate house		6	31
Mackay				35
Mackay			0	21
Mackay			1	59
Mackay			2	31
Mackay			3	33
Mackay			4	12
Mackay			5	5
Mackay		1 storey		124
Mackay		1 storey	0	14
Mackay		1 storey	1	270
Mackay		1 storey	2	1629
Mackay		1 storey	3	842
Mackay		1 storey	4	120
Mackay		1 storey	5	13
Mackay		1 storey	6	9
Mackay		2 storeys or more		58
Mackay		2 storeys or more	0	15
Mackay		2 storeys or more	1	240
Mackay		2 storeys or more	2	541
Mackay		2 storeys or more	3	399
Mackay		2 storeys or more	4	50
Mackay		2 storeys or more	5	9
Mackay	(Other)			59
Mackay	(Other)		0	69
Mackay	(Other)		1	236
Mackay	(Other)		2	63
Mackay	(Other)		3	34
Mackay	(Other)		4	19
Mackay	(Other)		5	4
Mackay	(Other)		6	4
Mackay	Flat/apartment	1 or 2 storey block		24
Mackay	Flat/apartment	1 or 2 storey block	0	15
Mackay	Flat/apartment	1 or 2 storey block	1	234
Mackay	Flat/apartment	1 or 2 storey block	2	659
Mackay	Flat/apartment	1 or 2 storey block	3	241
Mackay	Flat/apartment	1 or 2 storey block	4	19
Mackay	Flat/apartment	1 or 2 storey block	5	4
Mackay	Flat/apartment	3 storey block	2	22
Mackay	Flat/apartment	3 storey block	3	9
Mackay	Flat/apartment	3 storey block	4	7
Mackay	Flat/apartment	4-8 storey block	1	26
Mackay	Flat/apartment	4-8 storey block	2	15
Mackay	Flat/apartment	4-8 storey block	3	73
Mackay	Flat/apartment	9 or more storey block		3
Mackay	Flat/apartment	9 or more storey block	1	18
Mackay	Flat/apartment	9 or more storey block	2	37
Mackay	Flat/apartment	9 or more storey block	3	109
Mackay	Flat/apartment	9 or more storey block	4	16
Mackay	Flat/apartment	Attached to a house	2	4
Mackay	Flat/apartment	Attached to a house	3	7
Mackay	Separate house			571
Mackay	Separate house		0	90
Mackay	Separate house		1	518
Mackay	Separate house		2	2918
Mackay	Separate house		3	16078
Mackay	Separate house		4	13839
Mackay	Separate house		5	2053
Mackay	Separate house		6	339
McKinlay				3
McKinlay			1	4
McKinlay			2	7
McKinlay			3	6
McKinlay			4	13
McKinlay			5	13
McKinlay			6	6
McKinlay		1 storey	2	4
McKinlay	Separate house			12
McKinlay	Separate house		1	13
McKinlay	Separate house		2	32
McKinlay	Separate house		3	68
McKinlay	Separate house		4	34
McKinlay	Separate house		5	15
McKinlay	Separate house		6	16
Mapoon	(Other)			4
Mapoon	Separate house		1	5
Mapoon	Separate house		2	24
Mapoon	Separate house		3	25
Mapoon	Separate house		4	29
Maranoa				3
Maranoa			1	6
Maranoa			2	3
Maranoa			3	4
Maranoa			4	5
Maranoa		1 storey		10
Maranoa		1 storey	1	23
Maranoa		1 storey	2	125
Maranoa		1 storey	3	38
Maranoa		1 storey	4	9
Maranoa		2 storeys or more	2	27
Maranoa		2 storeys or more	3	6
Maranoa	(Other)			4
Maranoa	(Other)		0	8
Maranoa	(Other)		1	16
Maranoa	(Other)		2	8
Maranoa	(Other)		3	16
Maranoa	(Other)		4	7
Maranoa	Flat/apartment	1 or 2 storey block	1	10
Maranoa	Flat/apartment	1 or 2 storey block	2	12
Maranoa	Separate house			84
Maranoa	Separate house		0	12
Maranoa	Separate house		1	76
Maranoa	Separate house		2	475
Maranoa	Separate house		3	1889
Maranoa	Separate house		4	1324
Maranoa	Separate house		5	289
Maranoa	Separate house		6	96
Mareeba				8
Mareeba			0	7
Mareeba			1	19
Mareeba			2	5
Mareeba			3	13
Mareeba			4	4
Mareeba			6	3
Mareeba		1 storey		5
Mareeba		1 storey	1	24
Mareeba		1 storey	2	26
Mareeba		1 storey	3	20
Mareeba		1 storey	4	4
Mareeba		2 storeys or more	2	11
Mareeba		2 storeys or more	4	3
Mareeba	(Other)			76
Mareeba	(Other)		0	23
Mareeba	(Other)		1	64
Mareeba	(Other)		2	35
Mareeba	(Other)		3	20
Mareeba	(Other)		4	7
Mareeba	(Other)		6	6
Mareeba	Flat/apartment	1 or 2 storey block		23
Mareeba	Flat/apartment	1 or 2 storey block	1	88
Mareeba	Flat/apartment	1 or 2 storey block	2	223
Mareeba	Flat/apartment	1 or 2 storey block	3	30
Mareeba	Flat/apartment	1 or 2 storey block	4	3
Mareeba	Flat/apartment	Attached to a house		10
Mareeba	Separate house			144
Mareeba	Separate house		0	88
Mareeba	Separate house		1	357
Mareeba	Separate house		2	1114
Mareeba	Separate house		3	3136
Mareeba	Separate house		4	1818
Mareeba	Separate house		5	309
Mareeba	Separate house		6	112
Moreton Bay				22
Moreton Bay			0	12
Moreton Bay			1	40
Moreton Bay			2	42
Moreton Bay			3	64
Moreton Bay			4	42
Moreton Bay			5	6
Moreton Bay			6	5
Moreton Bay		1 storey		215
Moreton Bay		1 storey	0	39
Moreton Bay		1 storey	1	1132
Moreton Bay		1 storey	2	4346
Moreton Bay		1 storey	3	3917
Moreton Bay		1 storey	4	465
Moreton Bay		1 storey	5	12
Moreton Bay		1 storey	6	11
Moreton Bay		2 storeys or more		192
Moreton Bay		2 storeys or more	0	29
Moreton Bay		2 storeys or more	1	507
Moreton Bay		2 storeys or more	2	2614
Moreton Bay		2 storeys or more	3	8413
Moreton Bay		2 storeys or more	4	860
Moreton Bay		2 storeys or more	5	15
Moreton Bay		2 storeys or more	6	11
Moreton Bay	(Other)			68
Moreton Bay	(Other)		0	152
Moreton Bay	(Other)		1	673
Moreton Bay	(Other)		2	275
Moreton Bay	(Other)		3	62
Moreton Bay	(Other)		4	32
Moreton Bay	(Other)		6	4
Moreton Bay	Flat/apartment		0	5
Moreton Bay	Flat/apartment	1 or 2 storey block		115
Moreton Bay	Flat/apartment	1 or 2 storey block	0	37
Moreton Bay	Flat/apartment	1 or 2 storey block	1	922
Moreton Bay	Flat/apartment	1 or 2 storey block	2	1766
Moreton Bay	Flat/apartment	1 or 2 storey block	3	779
Moreton Bay	Flat/apartment	1 or 2 storey block	4	78
Moreton Bay	Flat/apartment	1 or 2 storey block	5	18
Moreton Bay	Flat/apartment	1 or 2 storey block	6	7
Moreton Bay	Flat/apartment	3 storey block		32
Moreton Bay	Flat/apartment	3 storey block	0	33
Moreton Bay	Flat/apartment	3 storey block	1	190
Moreton Bay	Flat/apartment	3 storey block	2	660
Moreton Bay	Flat/apartment	3 storey block	3	350
Moreton Bay	Flat/apartment	3 storey block	4	17
Moreton Bay	Flat/apartment	4-8 storey block		31
Moreton Bay	Flat/apartment	4-8 storey block	0	10
Moreton Bay	Flat/apartment	4-8 storey block	1	151
Moreton Bay	Flat/apartment	4-8 storey block	2	845
Moreton Bay	Flat/apartment	4-8 storey block	3	624
Moreton Bay	Flat/apartment	4-8 storey block	4	9
Moreton Bay	Flat/apartment	9 or more storey block		4
Moreton Bay	Flat/apartment	9 or more storey block	0	25
Moreton Bay	Flat/apartment	9 or more storey block	1	41
Moreton Bay	Flat/apartment	9 or more storey block	2	274
Moreton Bay	Flat/apartment	9 or more storey block	3	539
Moreton Bay	Flat/apartment	9 or more storey block	4	8
Moreton Bay	Flat/apartment	Attached to a house		9
Moreton Bay	Flat/apartment	Attached to a house	1	89
Moreton Bay	Flat/apartment	Attached to a house	2	161
Moreton Bay	Flat/apartment	Attached to a house	3	70
Moreton Bay	Flat/apartment	Attached to a house	4	36
Moreton Bay	Flat/apartment	Attached to a house	5	21
Moreton Bay	Flat/apartment	Attached to a house	6	12
Moreton Bay	Separate house			1462
Moreton Bay	Separate house		0	122
Moreton Bay	Separate house		1	940
Moreton Bay	Separate house		2	7426
Moreton Bay	Separate house		3	50862
Moreton Bay	Separate house		4	63978
Moreton Bay	Separate house		5	11421
Moreton Bay	Separate house		6	2566
Mornington			1	3
Mornington			2	5
Mornington			3	8
Mornington		1 storey	2	33
Mornington		1 storey	3	59
Mornington		1 storey	4	20
Mornington		1 storey	5	5
Mornington		2 storeys or more	2	4
Mornington		2 storeys or more	3	4
Mornington	Separate house		1	3
Mornington	Separate house		2	17
Mornington	Separate house		3	52
Mornington	Separate house		4	18
Mount Isa				3
Mount Isa			1	16
Mount Isa			2	11
Mount Isa			3	8
Mount Isa			4	3
Mount Isa			6	5
Mount Isa		1 storey		18
Mount Isa		1 storey	0	8
Mount Isa		1 storey	1	225
Mount Isa		1 storey	2	479
Mount Isa		1 storey	3	133
Mount Isa		1 storey	4	18
Mount Isa		2 storeys or more		8
Mount Isa		2 storeys or more	1	23
Mount Isa		2 storeys or more	2	58
Mount Isa		2 storeys or more	3	36
Mount Isa		2 storeys or more	4	4
Mount Isa	(Other)			145
Mount Isa	(Other)		0	17
Mount Isa	(Other)		1	61
Mount Isa	(Other)		2	26
Mount Isa	(Other)		3	17
Mount Isa	(Other)		4	5
Mount Isa	Flat/apartment	1 or 2 storey block		5
Mount Isa	Flat/apartment	1 or 2 storey block	1	67
Mount Isa	Flat/apartment	1 or 2 storey block	2	143
Mount Isa	Flat/apartment	1 or 2 storey block	3	29
Mount Isa	Flat/apartment	1 or 2 storey block	4	3
Mount Isa	Flat/apartment	3 storey block	2	12
Mount Isa	Separate house			113
Mount Isa	Separate house		0	9
Mount Isa	Separate house		1	62
Mount Isa	Separate house		2	359
Mount Isa	Separate house		3	2828
Mount Isa	Separate house		4	1203
Mount Isa	Separate house		5	214
Mount Isa	Separate house		6	47
Murweh			2	5
Murweh			3	9
Murweh			4	6
Murweh		1 storey	1	19
Murweh		1 storey	2	11
Murweh		1 storey	3	4
Murweh	(Other)		1	3
Murweh	(Other)		2	6
Murweh	(Other)		3	4
Murweh	(Other)		4	3
Murweh	Flat/apartment	1 or 2 storey block		9
Murweh	Flat/apartment	1 or 2 storey block	1	10
Murweh	Flat/apartment	1 or 2 storey block	2	21
Murweh	Flat/apartment	1 or 2 storey block	3	6
Murweh	Separate house			18
Murweh	Separate house		0	7
Murweh	Separate house		1	32
Murweh	Separate house		2	233
Murweh	Separate house		3	697
Murweh	Separate house		4	341
